frame,allegro_thumb_tip_x,allegro_thumb_tip_y,allegro_thumb_tip_z,allegro_index_tip_x,allegro_index_tip_y,allegro_index_tip_z,allegro_middle_tip_x,allegro_middle_tip_y,allegro_middle_tip_z,allegro_ring_tip_x,allegro_ring_tip_y,allegro_ring_tip_z,shadow_thtip_x,shadow_thtip_y,shadow_thtip_z,shadow_fftip_x,shadow_fftip_y,shadow_fftip_z,shadow_mftip_x,shadow_mftip_y,shadow_mftip_z,shadow_rftip_x,shadow_rftip_y,shadow_rftip_z,shadow_lftip_x,shadow_lftip_y,shadow_lftip_z
13,0.031612418591976166,0.17198877036571503,-0.08622318506240845,0.0180894136428833,0.05623922869563103,0.14406909048557281,0.025223398581147194,-1.4316756846710632e-07,0.1454780548810959,0.025223389267921448,-0.05611838027834892,0.14268511533737183,0.020546130491787162,0.11673785868947653,-0.07082011405425882,0.018242029775666566,0.05756288232364269,0.12058848702157243,0.025115125103473322,0.0001840768576807164,0.13018533450758568,0.019705453308796743,-0.04488664087912617,0.12416526133443509,0.02364819898189733,-0.05334321034662037,0.11886551012856454
14,0.031611278653144836,0.17198912799358368,-0.0861729234457016,0.01908809132874012,0.05622585117816925,0.14391621947288513,0.02626075968146324,-1.469394703690341e-07,0.1452491134405136,0.026260750368237495,-0.05609843134880066,0.1424570381641388,0.02099096091025464,0.11678293075320982,-0.06982233426251502,0.018875648682851028,0.05760590351604082,0.12163973647917058,0.025765263533858784,0.00023333016039397752,0.1312167233944338,0.020365677540369338,-0.04486795870874491,0.12518321947659625,0.024280422258873693,-0.05329561631959591,0.11988905754506166
15,0.03160993382334709,0.17198903858661652,-0.08612023293972015,0.020106608048081398,0.0562114343047142,0.14375151693820953,0.0273054838180542,-1.5036633271847677e-07,0.1450088769197464,0.027305476367473602,-0.0560774989426136,0.1422177255153656,0.021538380545963676,0.11675666500273583,-0.07104969035916181,0.01955397351103451,0.057551326549858686,0.12038002995521255,0.026454933893069688,0.00018172311799267982,0.12994726379948765,0.021040992869615967,-0.04489544184188351,0.12392467937097233,0.02497384013620081,-0.0533409262578585,0.11861978974441474
16,0.03160838782787323,0.17198844254016876,-0.08606526255607605,0.021142924204468727,0.05619596689939499,0.14357474446296692,0.02835635282099247,-1.5344122061833332e-07,0.14475737512111664,0.028356345370411873,-0.05605558305978775,0.14196717739105225,0.02181748671187508,0.11681299058295518,-0.07000354181864957,0.02010516902034851,0.05759303306009708,0.12146451601358518,0.027031965559251782,0.00023024392841389284,0.13100787252685744,0.02162666195430043,-0.044868651466817816,0.12497676158839716,0.025538102627940193,-0.053291905345224315,0.11967311569772626
17,0.03160662576556206,0.17198728024959564,-0.08600814640522003,0.02219509147107601,0.05617943033576012,0.14338575303554535,0.02941221371293068,-1.5612619108651415e-07,0.1444946676492691,0.029412206262350082,-0.0560326874256134,0.1417054831981659,0.022359067211599293,0.11678899953534397,-0.07128105009050596,0.02083727816176259,0.057542233905041124,0.12016505829760507,0.027781714814109435,0.00018334577417356392,0.12969471678738334,0.0223661735928597,-0.044899245184188995,0.12367252278612874,0.02628654891595788,-0.053334370446387204,0.11835925386787627
18,0.03160464018583298,0.17198550701141357,-0.08594901859760284,0.023261304944753647,0.05616180971264839,0.14318440854549408,0.030471976846456528,-1.5843573919482878e-07,0.14422084391117096,0.03047197312116623,-0.056008823215961456,0.14143268764019012,0.022542667706826766,0.11685649409899743,-0.07014345345101998,0.021379289355411897,0.05758321810912732,0.12133186033570237,0.02835792537724239,0.00023212659898476894,0.13083209561496278,0.0229503781794579,-0.04486799512943315,0.12480384161125391,0.026851768019267135,-0.05328338322823184,0.11948880618906807
19,0.03160242736339569,0.17198309302330017,-0.08588798344135284,0.024339890107512474,0.056143101304769516,0.14297059178352356,0.03153468668460846,-1.6036206318403856e-07,0.1439359486103058,0.03153467923402786,-0.055983997881412506,0.1411488801240921,0.02306403586467215,0.1168336444408395,-0.07151677354683336,0.022142225863420635,0.05752981575468876,0.11993650745909495,0.029143426817669967,0.00018332897747602456,0.12941952096535725,0.023726579733884288,-0.04490187920887912,0.12340035517225159,0.027633351234997473,-0.053328269597453404,0.11807489411679081
20,0.031599972397089005,0.17197997868061066,-0.08582516014575958,0.025429289788007736,0.056123293936252594,0.142744243144989,0.03259942680597305,-1.6192466034681274e-07,0.14364010095596313,0.032599419355392456,-0.05595821142196655,0.140854150056839,0.023169437179010984,0.11691331324341417,-0.07027795378540234,0.022687880694872153,0.0575715648922898,0.1211968748361906,0.02973044957907659,0.0002338921917110718,0.13064457772478685,0.02432129883064498,-0.0448668862956978,0.12462063074629662,0.02820947197162396,-0.053274066657894054,0.11929116250275243
21,0.03159726411104202,0.17197614908218384,-0.08576064556837082,0.026528077200055122,0.05610238388180733,0.14250527322292328,0.03366539627313614,-1.6314804440753505e-07,0.14333337545394897,0.03366538882255554,-0.05593148246407509,0.14054860174655914,0.023667397020173314,0.1168910072322827,-0.07175916634210215,0.023474538085901317,0.05751420507935793,0.11969178281066455,0.03054344458752948,0.0001817123422434598,0.1291190039072912,0.02512496035153694,-0.0449040905133906,0.12310467332332285,0.029016231795892328,-0.05332252741659901,0.11776364421638924
22,0.03170446678996086,0.17193637788295746,-0.08569153398275375,0.027634931728243828,0.056080371141433716,0.14225368201732635,0.03473185375332832,-1.6402728419961932e-07,0.14301589131355286,0.034731846302747726,-0.05590381100773811,0.14023232460021973,0.02373332979897548,0.11698109352625109,-0.07042012559975201,0.024049529065026755,0.05755564341716946,0.12104479601387447,0.031164303882394426,0.00023274150903543822,0.13043133446439678,0.025752415711954676,-0.04486712861280593,0.12441293543665424,0.02962489035108449,-0.05326652348099538,0.11906608976548028
23,0.03196469321846962,0.17184649407863617,-0.08561675995588303,0.02874862030148506,0.05605724826455116,0.14198940992355347,0.03579804673790932,-1.645713325615361e-07,0.14268778264522552,0.03579803556203842,-0.05587521567940712,0.13990546762943268,0.024261298281598235,0.11695472338777717,-0.07199715459379641,0.02489447214736146,0.05748973704044338,0.11944055455735222,0.032036351093638976,0.00017223542431891135,0.1288041515626392,0.026613777650539808,-0.04491206996756172,0.12279567890916268,0.03048743409419656,-0.053323418580191476,0.11743633456611363
24,0.032365426421165466,0.17170970141887665,-0.08553670346736908,0.02986801229417324,0.056033018976449966,0.141712486743927,0.036863312125205994,-1.6480386477724096e-07,0.14234919846057892,0.0368633009493351,-0.055845707654953,0.13956817984580994,0.02434957109833879,0.11704913427801826,-0.07060539909670516,0.02550892018875774,0.05752752547120568,0.1208381839913914,0.03269415089136811,0.00021960733430313522,0.13015850000094303,0.027274761119552883,-0.044876954914611335,0.12414601747639259,0.03112940232461921,-0.053270104818070485,0.11877995896212577
25,0.03289524093270302,0.17152847349643707,-0.0854516550898552,0.0309920497238636,0.05600768327713013,0.14142291247844696,0.037927109748125076,-1.6472026231895143e-07,0.1420002430677414,0.03792709857225418,-0.05581529438495636,0.13922055065631866,0.024906780115250656,0.11701987481401618,-0.07221710138127246,0.026391249557154616,0.057455081890574036,0.11919681394268822,0.03360146937564267,0.00015255878964679946,0.12849254232736848,0.028169491601446845,-0.04492869886459243,0.12248949587502299,0.03202345811645819,-0.05333339814021386,0.11711080056505715
26,0.03354332223534584,0.17130492627620697,-0.08536193519830704,0.03211977332830429,0.05598124489188194,0.14112073183059692,0.038989193737506866,-1.643784628413414e-07,0.14164093136787415,0.03898918256163597,-0.05578397959470749,0.13886259496212006,0.025053572331450197,0.1171154507130657,-0.07082437896400233,0.027050606502044293,0.05748783490092999,0.1205879533811563,0.03429750819046693,0.00019451756126108747,0.12983940178704229,0.028863905793503696,-0.044897292828412774,0.12383195809487185,0.032698509055507884,-0.05328466121927065,0.11844632444229626
27,0.034299638122320175,0.17104074358940125,-0.08526783436536789,0.03325028344988823,0.05595370754599571,0.14080597460269928,0.04004935920238495,-1.6375501843413076e-07,0.14127127826213837,0.04004935175180435,-0.05575175955891609,0.1384943574666977,0.025631029867602073,0.11708591990850757,-0.07242073277348475,0.02794346952541688,0.057411458777441825,0.11895869726336748,0.03521117082556599,0.000123379406788427,0.12818464782735944,0.029762459174771563,-0.04495334035798459,0.12218585499848339,0.03359503166586683,-0.05335166016115193,0.1167878229347572
28,0.035154812037944794,0.17073732614517212,-0.08516958355903625,0.03438274562358856,0.055925074964761734,0.1404787003993988,0.04110730066895485,-1.628689574317832e-07,0.14089134335517883,0.04110729321837425,-0.055718645453453064,0.13811586797237396,0.025869566390407505,0.11718067855138423,-0.0710658345306392,0.028658530990697033,0.05743789576157599,0.12030407851965624,0.03595385116952711,0.00015845648980921268,0.12948575616464794,0.030497927482437473,-0.0449273623897433,0.123481920609627,0.03431062499557638,-0.053309021428698075,0.11807721464857195
29,0.03610016033053398,0.1703958511352539,-0.08506740629673004,0.0355163998901844,0.055895354598760605,0.14013896882534027,0.042162682861089706,-1.6176544193058362e-07,0.1405012011528015,0.04216267168521881,-0.055684641003608704,0.13772721588611603,0.026379142571795525,0.11715286931621317,-0.0726686615102844,0.029481007574248503,0.05735752416063722,0.11866784821349825,0.036792203183064906,8.335890601589985e-05,0.12782183029759744,0.03131864576372277,-0.044989134167768445,0.12182459868160682,0.03512684223538941,-0.05337929965994067,0.11640820820301559
30,0.03712766245007515,0.17001724243164062,-0.08496146649122238,0.03665052354335785,0.05586455017328262,0.13978686928749084,0.043215133249759674,-1.604515489361802e-07,0.14010097086429596,0.04321511834859848,-0.055649757385253906,0.13732850551605225,0.026864094897040728,0.1172409021730382,-0.07134056638411007,0.030366574279772268,0.057376321998838804,0.1199755496260391,0.03769346146552299,0.00010929059720281081,0.1290894960464626,0.03220568406544672,-0.044966519584610086,0.12308871194829521,0.03599728891425272,-0.05334542239203777,0.11766514268168432
31,0.03822985291481018,0.16960230469703674,-0.084851935505867,0.037784475833177567,0.055832669138908386,0.1394224613904953,0.0442643016576767,-1.5887748361365084e-07,0.13969075679779053,0.0442642904818058,-0.05561400577425957,0.13691984117031097,0.027127055425133034,0.11721711412999393,-0.07292691772215405,0.03095085385192832,0.05729181897123719,0.11836122138231112,0.03828718801819089,3.07122061831539e-05,0.12744263499382527,0.03277996659462841,-0.04503951699864088,0.12144323272324264,0.03655989026210646,-0.05341804585912641,0.11601076756389955
32,0.03939981386065483,0.16915170848369598,-0.08473894745111465,0.03891763091087341,0.05579972267150879,0.139045849442482,0.045309878885746,-1.571520868992593e-07,0.13927066326141357,0.04530986770987511,-0.055577389895915985,0.13650135695934296,0.027914278144690458,0.11731625040361476,-0.07156031676809962,0.03212015270778984,0.057312083879409545,0.11969573974264361,0.03946260028041705,5.772213195978952e-05,0.12873586378809174,0.033932343192292984,-0.045010880338198334,0.12273391179732465,0.03769682271294129,-0.053381491877593855,0.11729291803883075
33,0.04063111171126366,0.1686660349369049,-0.08462262898683548,0.040049441158771515,0.05576571449637413,0.1386571079492569,0.04635154828429222,-1.552403290361326e-07,0.13884080946445465,0.046351537108421326,-0.055539924651384354,0.13607312738895416,0.027861460960260057,0.11728905568973157,-0.07316008866233788,0.032402924473024876,0.05720283359937597,0.11806632460188582,0.03974303741771662,-4.435778527480446e-05,0.12706467468226612,0.0341860907397491,-0.04511448989291469,0.12105747715825499,0.03792914834557437,-0.053475089515357455,0.11560993712975182
34,0.04191781207919121,0.1681457757949829,-0.08450309187173843,0.04117938131093979,0.05573065206408501,0.13825635612010956,0.04738903418183327,-1.5317971246986417e-07,0.1384013146162033,0.04738902673125267,-0.05550161749124527,0.13563530147075653,0.028220350004579793,0.11755044808703011,-0.07152760476919504,0.0333657781906006,0.05731376044114753,0.11966218144954041,0.04068777954639654,8.133045214962211e-05,0.12857921722383947,0.03508294725578828,-0.04501556573143609,0.12255121301898741,0.038773696348161885,-0.053329321451063956,0.11710189316719102
35,0.043254390358924866,0.1675914227962494,-0.08438042551279068,0.04230697080492973,0.05569455027580261,0.13784368336200714,0.048422083258628845,-1.509840785729466e-07,0.1379522830247879,0.04842207580804825,-0.05546247959136963,0.13518798351287842,0.029109725695487622,0.11741530436648254,-0.07369709348853397,0.034556625543467556,0.05707535344291048,0.11740174463572185,0.041865136738311964,-0.0001531034461503553,0.12628454008089857,0.03620659026806617,-0.04519791422725246,0.12027393094549534,0.03990752220568071,-0.053552621899405795,0.11479872990214812
36,0.04463571310043335,0.16700336337089539,-0.08425472676753998,0.04343175143003464,0.055657416582107544,0.137419193983078,0.04945046827197075,-1.4862403929782886e-07,0.13749383389949799,0.049450457096099854,-0.055422522127628326,0.13473127782344818,0.028877108181895483,0.11772006577794053,-0.07183391552483047,0.03466871095918025,0.0572440217753295,0.1192311330351791,0.04192473970649588,2.8667337571600462e-05,0.12804649547534927,0.03621151825893297,-0.04504895215335478,0.12201042319250828,0.03985454911769534,-0.05335164788971387,0.11654118802530787
37,0.04605703428387642,0.16638199985027313,-0.0841260775923729,0.04455331712961197,0.0556192584335804,0.1369829922914505,0.05047396570444107,-1.4617091892432654e-07,0.13702607154846191,0.05047396197915077,-0.05538174882531166,0.13426528871059418,0.03050259277020937,0.11752626346337113,-0.0741539323897077,0.03659267184235858,0.056940548607817824,0.11681090736067898,0.04382324689341001,-0.0002716203255877605,0.12559043856527652,0.03804784847783866,-0.045297950377974544,0.11957177448658711,0.04169999670200399,-0.05363785440472575,0.11407722953337138
38,0.0475139245390892,0.16572770476341248,-0.0839945450425148,0.04567129537463188,0.05558008328080177,0.13653519749641418,0.05149238556623459,-1.436085881323379e-07,0.13654910027980804,0.05149238184094429,-0.055340178310871124,0.13379013538360596,0.030054671858688896,0.11782414977527766,-0.07242025159819601,0.03628375549339499,0.0571123682557867,0.11850154127362889,0.0434323906833972,-8.834322532871213e-05,0.12722624446804842,0.03759207625857587,-0.04514368422393242,0.12118309815335973,0.04118677693897532,-0.05343506560247687,0.11569755276616105
39,0.049002304673194885,0.16504082083702087,-0.08386020362377167,0.046785321086645126,0.05553990229964256,0.1360759139060974,0.052505556493997574,-1.4094210598614154e-07,0.13606303930282593,0.05250554904341698,-0.05529781058430672,0.13330592215061188,0.033522416625478654,0.11525339010654286,-0.0731042596789381,0.04182423019693571,0.05598825247744717,0.11670485767371205,0.04766232829278154,-0.00029206297052914755,0.12461716614316802,0.040750832382164315,-0.04469393470435985,0.11945763751712841,0.04374077816402458,-0.05251358732036837,0.1140203521241383
40,0.05051836743950844,0.16432172060012817,-0.08372311294078827,0.04789505898952484,0.05549873039126396,0.13560526072978973,0.0535133071243763,-1.3822634059579286e-07,0.13556797802448273,0.0535132996737957,-0.05525466054677963,0.1328127533197403,0.03430311689811191,0.11566119662036242,-0.07369043638926658,0.04242917357888372,0.056000137919030565,0.11597474376207323,0.04826354811287037,-0.00029370349665493417,0.12375270907117229,0.041361142499160036,-0.04467344373991382,0.11849264992370216,0.044312739553972955,-0.05250591569856299,0.11304409360430046
41,0.05205858498811722,0.16357073187828064,-0.08358332514762878,0.049000222235918045,0.05545657128095627,0.1351233273744583,0.05451551452279091,-1.3541114185500192e-07,0.1350640058517456,0.05451550707221031,-0.05521073564887047,0.13231070339679718,0.03511240230182014,0.11573693093371293,-0.0727523344589607,0.04321194537148733,0.05590411037415595,0.1168148471632747,0.04904201011057251,-0.0003945043795032465,0.12454055164028678,0.04212539765108436,-0.04471727060837344,0.11926321129644983,0.0450763717085895,-0.05260167938777946,0.11379011519770196
42,0.05361965671181679,0.16278821229934692,-0.08344090729951859,0.050100501626729965,0.05541343614459038,0.1346302628517151,0.055512018501758575,-1.3250414099275076e-07,0.1345512568950653,0.05551200360059738,-0.05516604334115982,0.13179990649223328,0.036178757355117365,0.11575358139563388,-0.07410684585202401,0.04423181177577975,0.05579074829922634,0.11541537674071105,0.05005192802468565,-0.0005132549804833955,0.12309079635986352,0.043132009787736375,-0.04482981777311787,0.11777783207964984,0.04606434724666672,-0.05271588146443958,0.11230147772015164
43,0.0551985502243042,0.16197450459003448,-0.08329589664936066,0.051195643842220306,0.055369339883327484,0.13412615656852722,0.05650269240140915,-1.2955980821516278e-07,0.1340298056602478,0.056502681225538254,-0.055120594799518585,0.13128045201301575,0.036876747716381414,0.11594700172466978,-0.0728362139159091,0.04479591583968694,0.05584292190788672,0.11663537538981246,0.050598880040128524,-0.0004659098330107212,0.12425874803841647,0.043676392094212466,-0.04477540521193656,0.11890452994183315,0.046589368771693486,-0.05266267268439655,0.11342592634116005
44,0.05679239705204964,0.16112998127937317,-0.08314835280179977,0.05228542536497116,0.05532428249716759,0.13361111283302307,0.05748743936419487,-1.265590157117913e-07,0.13349975645542145,0.05748743191361427,-0.05507439374923706,0.13075239956378937,0.037789770687794086,0.11587211711787657,-0.07443912954448875,0.0456407192250098,0.05565770148805402,0.11497831896599622,0.05142636903988321,-0.000655865607608906,0.12256207454587713,0.044493099088392725,-0.044948771846625914,0.11718337314517648,0.04739310762298872,-0.05284795599164201,0.11169812615462424
45,0.058398593217134476,0.16025497019290924,-0.08299830555915833,0.053369589149951935,0.05527828261256218,0.13308528065681458,0.05846615880727768,-1.2354603029507416e-07,0.1329611837863922,0.05846615508198738,-0.05502745136618614,0.13021588325500488,0.038439353172493126,0.11620224967339164,-0.07302020705398517,0.04588222438148937,0.05577309754997965,0.11634003549675018,0.05161349772863291,-0.0005491279905306193,0.12383644005167571,0.04468064407266166,-0.04486990092412979,0.11836493482524746,0.04753038256289558,-0.05272906928160377,0.112895690419338
46,0.06001466140151024,0.15934985876083374,-0.08284581452608109,0.054447922855615616,0.05523134768009186,0.1325487494468689,0.059438735246658325,-1.2048988651258696e-07,0.13241419196128845,0.059438735246658325,-0.054979775100946426,0.12967096269130707,0.03927746091654578,0.11628641839060724,-0.07472282131744329,0.046426446846341375,0.05567204848110974,0.11453842569008504,0.05210623537227015,-0.0006572065122838727,0.12196395346086933,0.04515648622176936,-0.04495886848535763,0.11643769780794992,0.047973971261498494,-0.05282598398179234,0.11096479990752972
47,0.06163831055164337,0.15841498970985413,-0.08269090205430984,0.05552024394273758,0.05518348515033722,0.1320016235113144,0.06040509045124054,-1.1741917660401668e-07,0.13185887038707733,0.06040508672595024,-0.05493137240409851,0.12911775708198547,0.0407313332604511,0.11673185075858036,-0.07331965775379769,0.0476635919245957,0.05598124537679033,0.11584888291371698,0.05329420558504907,-0.00035108719006848757,0.12321640500133772,0.04632779889262062,-0.04463565123910758,0.11764977212316614,0.04911548095093415,-0.05250777363712477,0.11217414563131087
48,0.06326739490032196,0.15745076537132263,-0.08253362774848938,0.056586362421512604,0.05513470619916916,0.13144400715827942,0.06136513501405716,-1.1430725521677232e-07,0.13129529356956482,0.06136513128876686,-0.05488225072622299,0.12855632603168488,0.041590545546780176,0.11713277923620871,-0.07493013542611351,0.0483519394577821,0.056301604326416094,0.11415757675924693,0.05393764291884441,-3.1796127027411544e-05,0.12148292831961971,0.046956659743842916,-0.04430106909814743,0.1158905582955147,0.04971778997574695,-0.05217803458653475,0.11041347820589795
49,0.06489994376897812,0.1564575433731079,-0.08237401396036148,0.05764609947800636,0.055085018277168274,0.13087604939937592,0.06231881305575371,-1.1116727449689279e-07,0.13072355091571808,0.06231880560517311,-0.05483241751790047,0.12798677384853363,0.04315882082307072,0.11648118989247946,-0.07386172768960798,0.04995318641099066,0.05549194527668652,0.11510768707925631,0.05551457206901647,-0.000844568655356339,0.12237813676297048,0.048511170234765734,-0.0450676896320578,0.11676852289978665,0.05126642269318248,-0.05297706421874479,0.11127089714482401
50,0.06653409451246262,0.1554356962442398,-0.08221209794282913,0.05869929492473602,0.05503443628549576,0.13029782474040985,0.06326603144407272,-1.0802558136902007e-07,0.13014373183250427,0.06326602399349213,-0.05478188022971153,0.1274091601371765,0.049194246439674245,0.11321756892504763,-0.07289365286244523,0.05183109115296994,0.05503634193342644,0.11396263486241567,0.05667544387595261,-0.0010297271052056322,0.12051233554583557,0.05018445751210159,-0.04494475842378916,0.11471939030601987,0.05214309282098505,-0.05273744591212232,0.10940867582984676
51,0.06816814839839935,0.15438561141490936,-0.08204790949821472,0.059745803475379944,0.05498296394944191,0.12970945239067078,0.06420674175024033,-1.0487917023738191e-07,0.12955591082572937,0.06420674175024033,-0.054730646312236786,0.1268235743045807,0.04984052309702118,0.11314827996889368,-0.07347343768364997,0.05243710635587437,0.05488597128385973,0.11328358219231092,0.05728678449153144,-0.0011823436878402325,0.11981139311014993,0.05079505407808002,-0.04505181599733642,0.11401995236715035,0.05275386221899769,-0.05288949996406553,0.10869171247046693
52,0.06980043649673462,0.1533076912164688,-0.08188149333000183,0.06078546866774559,0.05493061617016792,0.12911103665828705,0.06514088064432144,-1.0174125009143609e-07,0.12896016240119934,0.06514088064432144,-0.054678719490766525,0.12623009085655212,0.05090140128227918,0.11322627349212948,-0.07301568946643501,0.053233622352507295,0.054959513200803556,0.11375060187398303,0.058082005881506374,-0.0011123274698125487,0.12024189929425103,0.051615962004609835,-0.0450247082691865,0.11439748051554273,0.05354578038125234,-0.05281842221989887,0.1090924638331788
